purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
TOYOTA,PRIUS,2010,15001.0,0,1,140001 - 160000,M,Thirties,JAPAN,Computer and Information Systems Managers,3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,U,Forties,JAPAN,Human Resources Workers,3
MINI,COOPER,2010,20001.0,0,1,140001 - 160000,M,Sixties,UNITED KINGDOM,"Airline Pilots, Copilots, and Flight Engineers",3
TOYOTA,PRIUS,2009,15001.0,0,1,100001 - 120000,M,Fifties,JAPAN,Human Resources Managers,3
TOYOTA,YARIS,2012,10001.0,0,1,60001 - 80000,F,Fifties,JAPAN,Court Reporters and Simultaneous Captioners,3
JEEP,LIBERTY,2010,15001.0,0,1,60001 - 80000,F,Forties,UNITED STATES,Business Operations Specialists,3
VOLKSWAGEN,GOLF,2010,20001.0,1,1,60001 - 80000,M,Twenties,GERMANY,Insurance Underwriters,3
LEXUS,CT 200H,2012,25001.0,1,1,80001 - 100000,M,Thirties,JAPAN,Electrical Engineers,3
JEEP,LIBERTY,2008,15001.0,1,1,80001 - 100000,M,Thirties,UNITED STATES,Power Distributors and Dispatchers,3
VOLKSWAGEN,GTI,2011,20001.0,1,1,60001 - 80000,M,Twenties,GERMANY,Web Developers and Digital Interface Designers,3
TOYOTA,PRIUS,2010,15001.0,1,1,100001 - 120000,M,Fifties,JAPAN,Industrial Production Managers,3
TOYOTA,PRIUS,2010,20001.0,0,1,100001 - 120000,M,Fifties,JAPAN,Optometrists,3
TOYOTA,PRIUS,2010,20001.0,1,1,60001 - 80000,M,Thirties,JAPAN,Funeral Home Managers,3
DODGE,MAGNUM,2007,10001.0,1,1,100001 - 120000,M,Thirties,UNITED STATES,"Electronics Engineers, Except Computer",3
TOYOTA,YARIS,2012,10001.0,1,1,60001 - 80000,M,Thirties,JAPAN,First-Line Supervisors of Firefighting and Prevention Workers,3
HONDA,FIT,2012,15001.0,0,1,80001 - 100000,F,Forties,JAPAN,Power Distributors and Dispatchers,3
TOYOTA,PRIUS,2012,15001.0,1,1,60001 - 80000,M,Twenties,JAPAN,Chemists and Materials Scientists,3
AUDI,A7,2012,55001.0,1,1,40001 - 60000,F,Thirties,GERMANY,"Welders, Cutters, Solderers, and Brazers",3
TOYOTA,PRIUS,2010,15001.0,0,1,60001 - 80000,M,Thirties,JAPAN,Historians,3
TOYOTA,PRIUS,2010,20001.0,1,1,60001 - 80000,F,Fifties,JAPAN,Nuclear Medicine Technologists,3
INFINITI,FX35,2010,30001.0,0,1,140001 - 160000,F,Fifties,JAPAN,Computer and Information Systems Managers,3
BMW,135,2012,30001.0,1,1,0 - 20000,M,Twenties,GERMANY,"Cooks, Short Order",3
JEEP,LIBERTY,2012,15001.0,0,1,80001 - 100000,M,Thirties,UNITED STATES,Agricultural Engineers,3
MINI,COOPER,2011,15001.0,1,1,180001 - 200000,M,Forties,UNITED KINGDOM,Chief Executives,3
TOYOTA,PRIUS,2008,10001.0,1,1,60001 - 80000,F,Fifties,JAPAN,Budget Analysts,3
TOYOTA,PRIUS,2013,20001.0,0,1,80001 - 100000,M,Forties,JAPAN,Social Scientists and Related Workers,3
BMW,128,2013,30001.0,0,1,60001 - 80000,F,Forties,GERMANY,"Social Work Teachers, Postsecondary",3
TOYOTA,PRIUS,2012,20001.0,1,0,100001 - 120000,F,Forties,JAPAN,General and Operations Managers,3
TOYOTA,PRIUS,2013,30001.0,1,1,60001 - 80000,M,Forties,JAPAN,Funeral Home Managers,3
JEEP,LIBERTY,2012,15001.0,0,1,140001 - 160000,M,Forties,UNITED STATES,"Airline Pilots, Copilots, and Flight Engineers",3
TOYOTA,PRIUS,2011,25001.0,1,1,180001 - 200000,F,Fifties,JAPAN,Chief Executives,3
SUBARU,OUTBACK,2008,20001.0,1,1,60001 - 80000,M,Twenties,JAPAN,Stationary Engineers and Boiler Operators,3
NISSAN,CUBE,2011,15001.0,0,1,60001 - 80000,M,Thirties,JAPAN,"Life, Physical, and Social Science Occupations",3
LEXUS,CT 200H,2011,25001.0,1,1,120001 - 140000,M,Twenties,JAPAN,Compensation and Benefits Managers,3
JEEP,LIBERTY,2012,15001.0,1,1,100001 - 120000,M,Fifties,UNITED STATES,Medical and Health Services Managers,3
SUBARU,OUTBACK,2010,20001.0,1,1,60001 - 80000,M,Forties,JAPAN,Producers and Directors,3
TOYOTA,MATRIX,2009,10001.0,1,1,60001 - 80000,M,Forties,JAPAN,"Lighting Technicians and Media and Communication Equipment Workers, All Other",3
TOYOTA,PRIUS,2010,20001.0,0,1,80001 - 100000,F,Sixties,JAPAN,"Power Plant Operators, Distributors, and Dispatchers",3
CHEVROLET,CAPTIVA SPORT,2013,20001.0,1,1,0 - 20000,U,Sixties,UNITED STATES,"Agricultural Workers, All Other",3
VOLKSWAGEN,GTI,2012,20001.0,1,1,60001 - 80000,M,Thirties,GERMANY,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",3
MINI,COOPER,2013,35001.0,1,0,60001 - 80000,M,Twenties,UNITED KINGDOM,Subway and Streetcar Operators,3
TOYOTA,PRIUS,2010,15001.0,0,1,60001 - 80000,M,Forties,JAPAN,"Special Education Teachers, Secondary School",3
MITSUBISHI,ECLIPSE,2011,15001.0,1,1,60001 - 80000,M,Thirties,JAPAN,Audiologists,3
MINI,COOPER,2008,15001.0,0,1,100001 - 120000,U,Fifties,UNITED KINGDOM,Computer Hardware Engineers,3
VOLKSWAGEN,GOLF,2010,15001.0,0,1,200001+,M,Fifties,GERMANY,Family Medicine Physicians,3
BMW,128,2011,20001.0,1,1,120001 - 140000,U,Thirties,GERMANY,Compensation and Benefits Managers,3
TOYOTA,PRIUS,2010,20001.0,1,1,100001 - 120000,M,Thirties,JAPAN,General and Operations Managers,3
JEEP,LIBERTY,2012,15001.0,0,1,80001 - 100000,U,Forties,UNITED STATES,Occupational Therapists,3
AUDI,A7,2012,50001.0,1,1,0 - 20000,M,Twenties,GERMANY,"Baggage Porters, Bellhops, and Concierges",3
TOYOTA,PRIUS,2010,20001.0,0,1,60001 - 80000,M,Thirties,JAPAN,Occupational Therapy Assistants,3
CHEVROLET,CAPTIVA SPORT,2012,15001.0,0,1,100001 - 120000,F,Forties,UNITED STATES,Human Resources Managers,3
CHEVROLET,CAPTIVA SPORT,2013,15001.0,1,1,200001+,M,Sixties,UNITED STATES,General Internal Medicine Physicians,3
MINI,COOPER,2012,25001.0,0,1,100001 - 120000,F,Forties,UNITED KINGDOM,Nurse Midwives,3
JEEP,LIBERTY,2012,15001.0,1,1,60001 - 80000,M,Fifties,UNITED STATES,Labor Relations Specialists,3
BMW,128,2010,25001.0,1,1,100001 - 120000,M,Fifties,GERMANY,Medical and Health Services Managers,3
MAZDA,MAZDA2,2011,10001.0,0,1,60001 - 80000,F,Twenties,JAPAN,Construction and Building Inspectors,3
SCION,XB,2011,10001.0,0,1,100001 - 120000,M,Thirties,UNITED STATES,General and Operations Managers,3
TOYOTA,PRIUS,2011,15001.0,1,1,60001 - 80000,U,Thirties,JAPAN,Producers and Directors,3
VOLKSWAGEN,GTI,2007,15001.0,1,1,60001 - 80000,M,Twenties,GERMANY,Market Research Analysts and Marketing Specialists,3
TOYOTA,PRIUS,2010,15001.0,1,1,160001 - 180000,M,Forties,JAPAN,Nurse Anesthetists,3
TOYOTA,PRIUS,2010,20001.0,0,1,80001 - 100000,F,Fifties,JAPAN,Electrical Engineers,3
TOYOTA,PRIUS,2010,20001.0,1,1,120001 - 140000,M,Forties,JAPAN,Podiatrists,3
INFINITI,FX35,2011,25001.0,0,1,120001 - 140000,U,Twenties,JAPAN,Lawyers and Judicial Law Clerks,3
JEEP,LIBERTY,2011,15001.0,0,1,80001 - 100000,M,Thirties,UNITED STATES,Industrial-Organizational Psychologists,3
INFINITI,FX35,2011,30001.0,1,0,60001 - 80000,F,Forties,JAPAN,Zoologists and Wildlife Biologists,3
TOYOTA,PRIUS,2011,20001.0,0,1,200001+,F,Unknown,JAPAN,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
MINI,COOPER,2012,25001.0,1,1,80001 - 100000,M,Fifties,UNITED KINGDOM,Miscellaneous Social Scientists and Related Workers,3
JEEP,LIBERTY,2012,20001.0,0,1,140001 - 160000,M,Forties,UNITED STATES,"Dentists, General",3
TOYOTA,PRIUS,2011,15001.0,1,1,80001 - 100000,F,Forties,JAPAN,Management Analysts,3
TOYOTA,PRIUS,2010,20001.0,0,1,60001 - 80000,F,Forties,JAPAN,Miscellaneous Postsecondary Teachers,3
BMW,128,2011,20001.0,0,1,80001 - 100000,F,Fifties,GERMANY,Computer and Mathematical Occupations,3
CHEVROLET,CAPTIVA SPORT,2012,15001.0,0,1,60001 - 80000,M,Twenties,UNITED STATES,Police Officers,3
INFINITI,FX35,2006,20001.0,1,1,80001 - 100000,F,Forties,JAPAN,Biochemists and Biophysicists,3
JEEP,LIBERTY,2012,20001.0,0,1,60001 - 80000,F,Twenties,UNITED STATES,Foresters,3
TOYOTA,PRIUS,2010,15001.0,1,1,80001 - 100000,M,Thirties,JAPAN,"Industrial Engineers, Including Health and Safety",3
CHEVROLET,CAPTIVA SPORT,2013,20001.0,1,1,60001 - 80000,M,Twenties,UNITED STATES,"Artists and Related Workers, All Other",3
JEEP,LIBERTY,2012,15001.0,0,1,200001+,M,Fifties,UNITED STATES,Family Medicine Physicians,3
TOYOTA,YARIS,2010,10001.0,0,1,60001 - 80000,M,Twenties,JAPAN,Social and Community Service Managers,3
MITSUBISHI,ECLIPSE,2012,15001.0,0,1,60001 - 80000,F,Twenties,JAPAN,Electrical Power-Line Installers and Repairers,3
SUZUKI,SX4,2012,10001.0,0,1,100001 - 120000,F,Thirties,JAPAN,Electrical and Electronics Engineers,3
VOLKSWAGEN,GTI,2008,15001.0,0,1,140001 - 160000,M,Forties,GERMANY,"Dentists, General",3
MINI,COOPER,2012,20001.0,0,1,60001 - 80000,F,Thirties,UNITED KINGDOM,Postmasters and Mail Superintendents,3
TOYOTA,PRIUS,2010,20001.0,0,1,100001 - 120000,M,Thirties,JAPAN,Nuclear Engineers,3
CHEVROLET,CAPTIVA SPORT,2013,20001.0,1,1,80001 - 100000,M,Forties,UNITED STATES,Computer Systems Analysts,3
BMW,128,2010,20001.0,1,1,140001 - 160000,M,Fifties,GERMANY,Computer and Information Systems Managers,3
CHEVROLET,CAPTIVA SPORT,2012,15001.0,1,1,80001 - 100000,M,Sixties,UNITED STATES,Materials Scientists,3
JEEP,LIBERTY,2012,20001.0,1,1,60001 - 80000,F,Fifties,UNITED STATES,Respiratory Therapists,3
TOYOTA,MATRIX,2010,15001.0,1,1,200001+,F,Forties,JAPAN,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
TOYOTA,PRIUS,2010,15001.0,1,1,120001 - 140000,M,Thirties,JAPAN,Petroleum Engineers,3
MINI,COOPER,2010,20001.0,1,1,100001 - 120000,M,Fifties,UNITED KINGDOM,Software Developers and Software Quality Assurance Analysts and Testers,3
TOYOTA,PRIUS,2008,15001.0,0,1,100001 - 120000,M,Thirties,JAPAN,Aerospace Engineers,3
TOYOTA,PRIUS,2010,20001.0,1,1,180001 - 200000,F,Fifties,JAPAN,Chief Executives,3
VOLKSWAGEN,GTI,2013,20001.0,1,1,200001+,M,Forties,GERMANY,Family Medicine Physicians,3
TOYOTA,PRIUS,2010,15001.0,0,1,60001 - 80000,U,Fifties,JAPAN,Epidemiologists,3
VOLKSWAGEN,GOLF,2013,30001.0,1,1,80001 - 100000,M,Forties,GERMANY,Physical Therapists,3
NISSAN,CUBE,2011,15001.0,1,1,80001 - 100000,M,Thirties,JAPAN,Computer Programmers,3
HONDA,CR-Z,2012,15001.0,1,1,60001 - 80000,M,Thirties,JAPAN,Aerospace Engineering and Operations Technologists and Technicians,3
CHEVROLET,CAPTIVA SPORT,2013,20001.0,0,1,60001 - 80000,F,Forties,UNITED STATES,Compliance Officers,3
VOLKSWAGEN,R32,2008,20001.0,0,1,60001 - 80000,M,Twenties,GERMANY,Special Education Teachers,3
DODGE,MAGNUM,2006,15001.0,1,1,100001 - 120000,F,Thirties,UNITED STATES,"Law Teachers, Postsecondary",3
VOLVO,C30,2009,20001.0,0,1,60001 - 80000,F,Twenties,SWEDEN,Radiologic Technologists and Technicians,3
NISSAN,MURANO CROSS CABRIOLET,2011,30001.0,0,1,80001 - 100000,M,Forties,JAPAN,Materials Scientists,3
JEEP,LIBERTY,2012,20001.0,1,1,100001 - 120000,F,Forties,UNITED STATES,Chemical Engineers,3
VOLVO,C30,2011,20001.0,0,0,100001 - 120000,F,Forties,SWEDEN,Optometrists,3
CHEVROLET,VOLT,2012,25001.0,1,1,200001+,F,Forties,UNITED STATES,General Internal Medicine Physicians,3
TOYOTA,PRIUS,2013,20001.0,1,1,100001 - 120000,M,Forties,JAPAN,Chemical Engineers,3
INFINITI,FX35,2009,25001.0,0,1,0 - 20000,F,Fifties,JAPAN,Gambling and Sports Book Writers and Runners,3
NISSAN,CUBE,2012,15001.0,1,1,80001 - 100000,M,Thirties,JAPAN,"Power Plant Operators, Distributors, and Dispatchers",3
TOYOTA,PRIUS,2012,20001.0,1,1,120001 - 140000,M,Forties,JAPAN,Operations Specialties Managers,3
SUBARU,OUTBACK,2011,15001.0,1,1,100001 - 120000,F,Fifties,JAPAN,Physician Assistants,3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,F,Sixties,JAPAN,"Environmental Scientists and Specialists, Including Health",3
CHEVROLET,CAPTIVA SPORT,2012,15001.0,1,1,60001 - 80000,F,Forties,UNITED STATES,Credit Analysts,3
INFINITI,FX50,2010,40001.0,1,1,80001 - 100000,M,Thirties,JAPAN,Civil Engineers,3
MAZDA,B2300,2009,10001.0,1,1,80001 - 100000,M,Thirties,JAPAN,First-Line Supervisors of Law Enforcement Workers,3
JEEP,LIBERTY,2012,15001.0,0,1,100001 - 120000,U,Thirties,UNITED STATES,Actuaries,3
MAZDA,MAZDA2,2011,10001.0,1,1,60001 - 80000,M,Thirties,JAPAN,"Communications Teachers, Postsecondary",3
JEEP,LIBERTY,2011,15001.0,1,1,80001 - 100000,M,Fifties,UNITED STATES,"Engineering and Architecture Teachers, Postsecondary",3
TOYOTA,PRIUS,2011,20001.0,1,1,80001 - 100000,M,Unknown,JAPAN,Engineers,3
SUBARU,OUTBACK,2013,25001.0,1,1,60001 - 80000,F,Forties,JAPAN,"Farmers, Ranchers, and Other Agricultural Managers",3
JEEP,LIBERTY,2011,15001.0,1,1,60001 - 80000,M,Twenties,UNITED STATES,Urban and Regional Planners,3
JEEP,LIBERTY,2011,15001.0,1,1,80001 - 100000,M,Thirties,UNITED STATES,Agricultural Engineers,3
INFINITI,FX35,2009,25001.0,1,1,60001 - 80000,F,Twenties,JAPAN,"Electrical and Electronics Installers and Repairers, Transportation Equipment",3
HONDA,FIT,2012,15001.0,1,1,80001 - 100000,F,Thirties,JAPAN,"Power Plant Operators, Distributors, and Dispatchers",3
TOYOTA,PRIUS,2009,15001.0,1,1,80001 - 100000,F,Twenties,JAPAN,Elevator and Escalator Installers and Repairers,3
LEXUS,CT 200H,2012,30001.0,1,0,100001 - 120000,U,Thirties,JAPAN,Training and Development Managers,3
JEEP,LIBERTY,2012,15001.0,1,1,60001 - 80000,M,Twenties,UNITED STATES,"First-Line Supervisors of Mechanics, Installers, and Repairers",3
VOLKSWAGEN,GTI,2012,25001.0,1,1,160001 - 180000,M,Forties,GERMANY,Nurse Anesthetists,3
VOLKSWAGEN,GTI,2012,20001.0,0,1,80001 - 100000,M,Thirties,GERMANY,Database Administrators and Architects,3
BMW,135,2008,20001.0,1,1,200001+,M,Fifties,GERMANY,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
JEEP,LIBERTY,2011,20001.0,1,1,120001 - 140000,M,Thirties,UNITED STATES,Computer and Information Research Scientists,3
MAZDA,MAZDA2,2013,10001.0,0,1,60001 - 80000,F,Forties,JAPAN,"Compensation, Benefits, and Job Analysis Specialists",3
INFINITI,FX35,2009,20001.0,0,1,60001 - 80000,U,Twenties,JAPAN,Audiologists,3
LEXUS,CT 200H,2011,25001.0,0,1,80001 - 100000,M,Twenties,JAPAN,"Social Sciences Teachers, Postsecondary",3
INFINITI,FX35,2008,20001.0,0,1,100001 - 120000,F,Forties,JAPAN,"Lawyers, Judges, and Related Workers",3
TOYOTA,YARIS,2011,10001.0,1,1,80001 - 100000,F,Forties,JAPAN,Marine Engineers and Naval Architects,3
BMW,128,2008,20001.0,1,1,60001 - 80000,M,Thirties,GERMANY,Market Research Analysts and Marketing Specialists,3
BMW,135,2012,30001.0,1,0,80001 - 100000,M,Twenties,GERMANY,"Transportation, Storage, and Distribution Managers",3
JEEP,LIBERTY,2010,15001.0,0,1,200001+,M,Sixties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
TOYOTA,PRIUS,2012,20001.0,0,1,140001 - 160000,M,Fifties,JAPAN,"Dentists, All Other Specialists",3
MINI,COOPER,2011,15001.0,0,1,100001 - 120000,F,Twenties,UNITED KINGDOM,Aerospace Engineers,3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,1,1,100001 - 120000,M,Twenties,UNITED STATES,Miscellaneous Physical Scientists,3
INFINITI,FX35,2012,30001.0,1,1,20001 - 40000,M,Forties,JAPAN,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,F,Fifties,JAPAN,"Farmers, Ranchers, and Other Agricultural Managers",3
INFINITI,FX35,2012,30001.0,0,1,100001 - 120000,M,Sixties,JAPAN,Nurse Midwives,3
CHEVROLET,CAPTIVA SPORT,2013,15001.0,1,1,80001 - 100000,U,Forties,UNITED STATES,Information Security Analysts,3
INFINITI,FX35,2012,35001.0,1,1,80001 - 100000,F,Thirties,JAPAN,"Business Teachers, Postsecondary",3
JEEP,LIBERTY,2011,15001.0,0,1,60001 - 80000,F,Twenties,UNITED STATES,Dental Hygienists,3
MINI,COOPER,2012,25001.0,1,1,140001 - 160000,M,Forties,UNITED KINGDOM,"Dentists, All Other Specialists",3
JEEP,LIBERTY,2012,15001.0,0,1,60001 - 80000,F,Twenties,UNITED STATES,Cartographers and Photogrammetrists,3
MINI,COOPER,2011,20001.0,1,1,100001 - 120000,M,Forties,UNITED KINGDOM,Medical and Health Services Managers,3
MINI,COOPER,2013,20001.0,1,1,60001 - 80000,F,Twenties,UNITED KINGDOM,Agricultural and Food Scientists,3
MINI,COOPER,2009,15001.0,1,1,100001 - 120000,M,Fifties,UNITED KINGDOM,Aerospace Engineers,3
TOYOTA,MATRIX,2008,10001.0,1,1,100001 - 120000,M,Forties,JAPAN,Optometrists,3
VOLKSWAGEN,GOLF,2011,20001.0,1,1,80001 - 100000,M,Twenties,GERMANY,"Medical Scientists, Except Epidemiologists",3
TOYOTA,PRIUS,2010,15001.0,1,1,100001 - 120000,F,Fifties,JAPAN,"Software and Web Developers, Programmers, and Testers",3
TOYOTA,PRIUS,2013,25001.0,1,1,60001 - 80000,U,Thirties,JAPAN,"Designers, All Other",3
TOYOTA,PRIUS,2011,20001.0,1,1,100001 - 120000,M,Sixties,JAPAN,Aerospace Engineers,3
TOYOTA,PRIUS,2008,15001.0,1,1,60001 - 80000,F,Fifties,JAPAN,"Foreign Language and Literature Teachers, Postsecondary",3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,1,1,80001 - 100000,M,Forties,UNITED STATES,Administrative Services and Facilities Managers,3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,U,Thirties,JAPAN,Soil and Plant Scientists,3
INFINITI,FX35,2008,15001.0,0,1,100001 - 120000,F,Thirties,JAPAN,Management Occupations,3
JEEP,LIBERTY,2012,15001.0,1,1,80001 - 100000,F,Thirties,UNITED STATES,Commercial Pilots,3
TOYOTA,MATRIX,2013,15001.0,0,1,60001 - 80000,F,Fifties,JAPAN,"English Language and Literature Teachers, Postsecondary",3
SUBARU,OUTBACK,2011,20001.0,1,1,80001 - 100000,F,Twenties,JAPAN,Agricultural Engineers,3
BMW,128,2009,20001.0,0,1,80001 - 100000,M,Forties,GERMANY,Geographers,3
TOYOTA,PRIUS,2010,20001.0,1,1,80001 - 100000,M,Thirties,JAPAN,"Transportation, Storage, and Distribution Managers",3
VOLKSWAGEN,GTI,2011,20001.0,1,0,60001 - 80000,M,Forties,GERMANY,Registered Nurses,3
CHEVROLET,VOLT,2012,25001.0,1,1,80001 - 100000,M,Thirties,UNITED STATES,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",3
JEEP,LIBERTY,2009,15001.0,0,1,100001 - 120000,M,Forties,UNITED STATES,"Electronics Engineers, Except Computer",3
MAZDA,MAZDA2,2012,10001.0,1,1,60001 - 80000,M,Twenties,JAPAN,Gas Compressor and Gas Pumping Station Operators,3
LEXUS,CT 200H,2012,25001.0,1,1,140001 - 160000,F,Fifties,JAPAN,Dentists,3
TOYOTA,PRIUS,2011,15001.0,0,1,60001 - 80000,M,Fifties,JAPAN,Producers and Directors,3
NISSAN,CUBE,2011,10001.0,0,1,60001 - 80000,F,Thirties,JAPAN,Food Scientists and Technologists,3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,0,1,60001 - 80000,F,Forties,UNITED STATES,"Social Work Teachers, Postsecondary",3
HONDA,CR-Z,2011,15001.0,1,1,60001 - 80000,U,Fifties,JAPAN,Orthotists and Prosthetists,3
TOYOTA,PRIUS,2010,15001.0,1,1,60001 - 80000,M,Twenties,JAPAN,Market Research Analysts and Marketing Specialists,3
LEXUS,CT 200H,2011,25001.0,1,1,60001 - 80000,M,Sixties,JAPAN,Chiropractors,3
JEEP,LIBERTY,2011,15001.0,0,1,80001 - 100000,F,Forties,UNITED STATES,"Architects, Except Landscape and Naval",3
VOLVO,C30,2013,20001.0,1,1,100001 - 120000,M,Sixties,SWEDEN,"Engineering Teachers, Postsecondary",3
JEEP,LIBERTY,2010,15001.0,1,1,60001 - 80000,F,Twenties,UNITED STATES,"Family and Consumer Sciences Teachers, Postsecondary",3
JEEP,LIBERTY,2008,15001.0,1,1,200001+,M,Fifties,UNITED STATES,General Internal Medicine Physicians,3
MINI,COOPER,2009,20001.0,1,1,200001+,F,Forties,UNITED KINGDOM,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
TOYOTA,PRIUS,2010,20001.0,0,1,60001 - 80000,F,Thirties,JAPAN,"Farmers, Ranchers, and Other Agricultural Managers",3
TOYOTA,PRIUS,2010,20001.0,0,1,100001 - 120000,M,Forties,JAPAN,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",3
TOYOTA,PRIUS,2009,15001.0,1,1,80001 - 100000,M,Fifties,JAPAN,Information Security Analysts,3
NISSAN,MURANO CROSS CABRIOLET,2011,30001.0,1,1,60001 - 80000,F,Fifties,JAPAN,"Claims Adjusters, Appraisers, Examiners, and Investigators",3
TOYOTA,PRIUS,2008,15001.0,1,1,200001+,M,Thirties,JAPAN,Family Medicine Physicians,3
JEEP,LIBERTY,2010,15001.0,1,1,140001 - 160000,M,Forties,UNITED STATES,Architectural and Engineering Managers,3
MINI,COOPER,2011,15001.0,1,1,100001 - 120000,U,Forties,UNITED KINGDOM,Chemical Engineers,3
MERCEDES-BENZ,R320,2009,30001.0,1,1,140001 - 160000,M,Thirties,GERMANY,"Airline Pilots, Copilots, and Flight Engineers",3
CHEVROLET,CAPTIVA SPORT,2012,20001.0,1,1,100001 - 120000,M,Forties,UNITED STATES,Computer Network Architects,3
CHEVROLET,CAPTIVA SPORT,2013,15001.0,1,1,100001 - 120000,M,Forties,UNITED STATES,Medical and Health Services Managers,3
TOYOTA,PRIUS,2011,20001.0,0,1,60001 - 80000,M,Thirties,JAPAN,Occupational Health and Safety Specialists and Technicians,3
JEEP,LIBERTY,2012,15001.0,0,1,80001 - 100000,F,Fifties,UNITED STATES,Personal Financial Advisors,3
NISSAN,CUBE,2010,15001.0,1,1,80001 - 100000,F,Twenties,JAPAN,Computer Systems Analysts,3
TOYOTA,PRIUS,2010,15001.0,0,1,60001 - 80000,F,Twenties,JAPAN,Buyers and Purchasing Agents,3
JEEP,LIBERTY,2012,15001.0,0,1,140001 - 160000,M,Forties,UNITED STATES,"Airline Pilots, Copilots, and Flight Engineers",3
CHRYSLER,PT CRUISER,2008,10001.0,1,1,100001 - 120000,M,Thirties,UNITED STATES,Training and Development Managers,3
TOYOTA,PRIUS C,2012,15001.0,1,1,80001 - 100000,M,Forties,JAPAN,Radiation Therapists,3
TOYOTA,PRIUS,2010,20001.0,1,1,200001+,M,HundredPlus,JAPAN,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
VOLKSWAGEN,GTI,2008,15001.0,1,1,80001 - 100000,M,Thirties,GERMANY,Physical Therapists,3
INFINITI,FX35,2010,30001.0,1,1,160001 - 180000,F,Forties,JAPAN,"Pediatricians, General",3
SCION,XB,2010,10001.0,1,0,100001 - 120000,M,Thirties,UNITED STATES,Industrial Production Managers,3
MINI,COOPER,2009,15001.0,1,1,100001 - 120000,M,Forties,UNITED KINGDOM,"Judges, Magistrates, and Other Judicial Workers",3
MINI,COOPER,2012,20001.0,1,1,60001 - 80000,U,Thirties,UNITED KINGDOM,Miscellaneous Postsecondary Teachers,3
TOYOTA,PRIUS,2012,25001.0,1,0,140001 - 160000,M,Forties,JAPAN,Dentists,3
TOYOTA,PRIUS,2010,15001.0,0,1,100001 - 120000,M,Forties,JAPAN,Aerospace Engineers,3
JEEP,LIBERTY,2011,15001.0,1,1,60001 - 80000,F,Forties,UNITED STATES,Secondary School Teachers,3
TOYOTA,PRIUS,2010,15001.0,0,1,80001 - 100000,M,UnderTwenty,JAPAN,Miscellaneous Computer Occupations,3
BMW,128,2010,20001.0,0,1,120001 - 140000,M,Forties,GERMANY,Financial Managers,3
VOLKSWAGEN,GOLF,2013,30001.0,1,1,100001 - 120000,M,Thirties,GERMANY,Top Executives,3
VOLKSWAGEN,GTI,2008,15001.0,0,1,140001 - 160000,M,HundredPlus,GERMANY,Architectural and Engineering Managers,3
JEEP,LIBERTY,2010,15001.0,0,1,100001 - 120000,M,Forties,UNITED STATES,General and Operations Managers,3
MINI,COOPER,2011,20001.0,0,1,60001 - 80000,M,Forties,UNITED KINGDOM,"Sales Representatives, Wholesale and Manufacturing",3
TOYOTA,PRIUS,2010,15001.0,0,1,60001 - 80000,M,Fifties,JAPAN,Stationary Engineers and Boiler Operators,3
TOYOTA,PRIUS,2010,20001.0,1,1,80001 - 100000,F,Forties,JAPAN,"Business Teachers, Postsecondary",3
CHEVROLET,CAPTIVA SPORT,2013,20001.0,1,1,60001 - 80000,F,Forties,UNITED STATES,"Securities, Commodities, and Financial Services Sales Agents",3
NISSAN,MURANO CROSS CABRIOLET,2011,25001.0,0,1,140001 - 160000,U,Twenties,JAPAN,Architectural and Engineering Managers,3
